,county,product,quantity
676,Greater London,british fresh turkey mince,2108150
677,Warwickshire,garlic,2108146
678,East Cambridgeshire,chocolate fudge cake,2108126
679,Greater London,sea bass fillets,2107944
680,Greater London,pokemon yellow,2107696
681,Warwickshire,pain au raisins,2107696
682,Orkney,grey cardigan,2107600
683,Orkney,wellington boots,2107360
684,Greater London,Organic mILK,2107358
685,Greater London,wristwatch,2107284
686,Kent,diced chicken breast,2107104
687,Greater London,Mixed pepper,2107096
688,Greater London,vanilla yoghurt,2107006
689,Warwickshire,Mixed pepper,2106818
690,Warwickshire,pokemon gold,2106798
691,East Cambridgeshire,british bramley cooking apples,2106676
692,Greater London,fresh whole turkey,2106656
693,Greater London,hp envy laptop,2106638
694,Orkney,semi skimmed milk,2106622
695,Warwickshire,olive oil spread,2106572
696,Orkney,denim jacket,2106562
697,Greater London,large king prawns,2106330
698,Orkney,flapjack,2106218
699,Kent,linen shirt,2106046
700,Greater London,god of war 2,2105914
701,Warwickshire,pink blazers,2105854
702,Kent,oxford shirt,2105480
703,Orkney,Oats Milk,2105306
704,Orkney,dyson tower fan,2105220
705,Orkney,pokemon red,2104872
706,Orkney,organic raspberry yoghurt,2104762
707,Orkney,pokemon gold,2104520
708,Orkney,unsalted butter,2104286
709,Orkney,cheese cake,2104284
710,Greater London,goat cheese,2104066
711,Warwickshire,Soy Milk,2104062
712,Kent,apple macbook pro mid 2009,2104052
713,East Cambridgeshire,diced vernison,2104042
714,Greater London,Almond milk,2103952
715,Kent,dyson tower fan,2103902
716,Greater London,Organic Kefir,2103772
717,Kent,pokemon red,2103446
718,Orkney,corned beef,2103330
719,Orkney,hp envy laptop,2103176
720,Orkney,beef sausages,2103130
721,Kent,jam doughnut,2102990
722,Orkney,oxford shirt,2102920
723,Orkney,skimmed milk,2102914
724,Greater London,oxford shirt,2102840
725,Orkney,almond croisant,2102746
726,Orkney,21 day mature sirlion steak,2102656
727,Warwickshire,grey cardigan,2102562
728,Warwickshire,pokemon yellow,2102544
729,Kent,shortbread,2102516
730,Kent,oxford shoes,2102448
731,Greater London,halo combat evolved,2102088
732,Warwickshire,Blueberry yoghurt,2102046
733,Warwickshire,british fresh chicken brest fillets,2101926
734,Kent,pain au raisins,2101888
735,Warwickshire,apple macbook air mid 2009,2101842
736,Orkney,Blueberry yoghurt,2101508
737,Orkney,Lemon,2101486
738,Kent,British baking potatoes loose,2101426
739,Greater London,diced vernison,2101332
740,Orkney,brenton t-shirt,2101094
741,Greater London,21 day mature rump steak,2101076
742,Kent,flapjack,2100690
743,Warwickshire,salmon fillets,2100470
744,Greater London,semi skimmed milk,2100460
745,Orkney,aubergine,2100378
746,Orkney,hp dv 2000 laptop,2100374
747,Kent,british parsnips loose,2100374
748,Greater London,apple macbook pro mid 2009,2100346
749,Orkney,21 day mature rump steak,2100282
750,Greater London,corn,2099872
751,Warwickshire,dyson tower fan,2099796
752,Warwickshire,vernison sausages,2099508
753,Orkney,pain au raisins,2099472
754,East Cambridgeshire,apple macbook pro mid 2009,2099430
755,Greater London,blue stilton cheese,2099426
756,Warwickshire,corn,2099420
757,Kent,cotton tie,2099388
758,Orkney,plastic sunshades,2099254
759,Warwickshire,red velvet cake,2099206
760,Orkney,chocolate fudge cake,2099202
761,Kent,Oats Milk,2099076
762,Greater London,Soy Milk,2099052
763,Kent,Lemon,2098878
764,East Cambridgeshire,apple macbook air mid 2009,2098810
765,Orkney,Red pepper,2098332
766,East Cambridgeshire,mild cheddar cheese,2097916
767,Warwickshire,corned beef,2097848
768,Greater London,brenton jumper,2097602
769,Kent,fine beans,2097528
770,Kent,Red pepper,2097448
771,Orkney,play station 3,2097204
772,Kent,Fairtrade Bananas Loose,2096906
773,Orkney,wristwatch,2096734
774,Warwickshire,oxford shirt,2096208
775,Orkney,goat cheese,2096140
776,Kent,fresh turkey steak,2095954
777,Kent,mild cheddar cheese,2095878
778,Greater London,olive oil spread,2095760
779,Warwickshire,bosch washing machine,2095752
780,Greater London,Slightly salted butter,2095722
781,Kent,croisant ,2095398
782,Kent,Blueberry yoghurt,2095310
783,Orkney,olive oil spread,2095040
784,East Cambridgeshire,baby potatoes,2094924
785,Orkney,dyson vacuum cleaner,2094876
786,Greater London,Fairtrade Bananas Loose,2094792
787,Orkney,pokemon blue,2094416
788,Orkney,vernison sausages,2094378
789,Kent,brenton jumper,2094224
790,Kent,lg washing machine,2094110
791,Orkney,garlic,2093786
792,Orkney,linen trousers,2093712
793,Warwickshire,gameboy advance,2093614
794,Kent,Spring onions bunch,2093570
795,Kent,grey blazers,2093374
796,Warwickshire,beans,2093350
797,Greater London,minecraft game - xbox,2093330
798,Kent,pink blazers,2093114
799,East Cambridgeshire,Almond milk,2093036
800,Warwickshire,diced vernison,2093020
801,East Cambridgeshire,pain au chocolate,2092916
802,Orkney,Brocolli loose,2092788
803,Greater London,samsung washing machine,2092680
804,Warwickshire,aubergine,2092632
805,Greater London,linen trousers,2092532
806,Greater London,oxford shoes,2092510
807,Orkney,god of war 2,2092250
808,Kent,scottish salmon,2091980
809,Kent,chocolate twist,2091904
810,Greater London,diced chicken breast,2091784
811,Greater London,salmon fillets,2091424
812,Kent,celery,2091394
813,Orkney,linen shirt,2090860
814,East Cambridgeshire,salmon fillets,2090572
815,Orkney,fresh turkey steak,2090446
816,Greater London,pokemon blue,2090430
817,Kent,red velvet cake,2090304
818,Orkney,gameboy color,2090290
819,Warwickshire,British baking potatoes loose,2090232
820,Orkney,vanilla yoghurt,2090226
821,Greater London,gaming mouse,2090056
822,Orkney,pokemon yellow,2089830
823,Warwickshire,wristwatch,2089782
824,Kent,hotpoint washing machine,2089762
825,Warwickshire,jam doughnut,2089758
826,Kent,silk tie,2089556
827,Kent,cheese cake,2089546
828,Kent,Slightly salted butter,2089520
829,Warwickshire,dyson washing machine,2089290
830,Orkney,scottish salmon,2089246
831,Kent,grey cardigan,2089066
832,Kent,pokemon gold,2089066
833,Kent,fresh whole turkey,2088800
834,Orkney,beef mince,2088628
835,Warwickshire,hp envy laptop,2088448
836,Kent,Organic Kefir,2088226
837,Greater London,classic bowtie,2088166
838,Orkney,british fresh turkey mince,2088164
839,Kent,pain au chocolate,2088058
840,Kent,fresh whole chicken,2087994
841,Kent,Almond milk,2087962
842,Kent,corn,2087708
843,Kent,olive oil spread,2087638
844,Warwickshire,blue stilton cheese,2087624
845,Orkney,celery,2087574
846,Kent,organic raspberry yoghurt,2087460
847,Warwickshire,x-box 360,2087198
848,Orkney,corn,2086756
849,Orkney,dual shock controller,2086632
850,Warwickshire,pokemon red,2086534
851,Orkney,gaming keyboard,2086490
852,Greater London,gaming keyboard,2086188
853,Orkney,millionaire square,2085902
854,Orkney,hp dv 3000 laptop,2085832
855,Greater London,raspberries,2085702
856,Warwickshire,almond croisant,2085554
857,Kent,large king prawns,2084980
858,Kent,21 day mature sirlion steak,2084794
859,Greater London,pink blazers,2084448
860,Orkney,gaming mouse,2084058
861,Kent,minecraft game - xbox,2083978
862,Warwickshire,chicken sausages,2083730
863,Orkney,free range large eggs x12,2083318
864,Greater London,denim jacket,2083198
865,Kent,custard doughnut,2083060
866,Greater London,Oats Milk,2083054
867,Kent,courgette loose,2083050
868,Kent,21 day mature rump steak,2082978
869,Warwickshire,Lemon,2082932
870,Warwickshire,silk scarf,2082836
871,Orkney,x-box 360,2082714
872,Warwickshire,fresh whole turkey,2082456
873,Kent,god of war 2,2081980
874,Kent,rice,2081806
875,Orkney,fresh whole turkey,2081646
876,East Cambridgeshire,almond croisant,2081552
877,Orkney,British baking potatoes loose,2081538
878,Kent,garlic,2081478
879,Warwickshire,Organic mILK,2081386
880,Orkney,jam doughnut,2081174
881,Kent,British carrots loose,2080942
882,Kent,vernison sausages,2080694
883,Kent,wellington boots,2080688
884,Orkney,british fresh chicken thigh fillets,2080630
885,Orkney,Fairtrade Bananas Loose,2080586
886,Orkney,shortbread,2080178
887,East Cambridgeshire,beef mince,2080156
888,Greater London,Onions Loose,2080074
889,Kent,pokemon blue,2080050
890,Orkney,silk scarf,2079946
891,Warwickshire,Fairtrade Bananas Loose,2079728
892,Warwickshire,white shirt,2079678
893,Warwickshire,denim jacket,2079284
894,Kent,easy peeler loose,2079172
895,Warwickshire,silk tie,2079118
896,East Cambridgeshire,Mixed pepper,2079090
897,Warwickshire,millionaire square,2078974
898,Kent,blue stilton cheese,2078896
899,Orkney,red velvet cake,2078640
900,Orkney,Mixed pepper,2078544
901,Orkney,classic bowtie,2078542
902,Kent,beef mince,2078332
903,Greater London,silk tie,2078178
904,Orkney,apple macbook air mid 2009,2077956
905,Kent,wristwatch,2077880
906,Greater London,british fresh chicken thigh fillets,2077786
907,Orkney,halo combat evolved,2077698
908,Orkney,british parsnips loose,2077692
909,Kent,millionaire square,2077680
910,Kent,corned beef,2077646
911,Orkney,chicken sausages,2077590
912,East Cambridgeshire,gameboy advance,2077496
913,East Cambridgeshire,Blueberry yoghurt,2077372
914,Orkney,easy peeler loose,2076982
915,Orkney,baby potatoes,2076928
916,Orkney,diced chicken breast,2076856
917,Orkney,apple macbook pro mid 2009,2076806
918,Greater London,fresh whole chicken,2076352
919,Warwickshire,baby potatoes,2076272
920,Kent,unsalted butter,2075882
921,Kent,cod fillets,2075868
922,Kent,samsung washing machine,2075760
923,Greater London,jam doughnut,2075364
924,Kent,raspberries,2074836
925,Orkney,dyson washing machine,2074270
926,Orkney,Spring onions bunch,2073850
927,Kent,brenton t-shirt,2073836
928,Kent,gaming keyboard,2073830
929,Kent,almond croisant,2073264
930,Kent,pokemon yellow,2072922
931,Orkney,custard doughnut,2072720
932,Orkney,diced vernison,2072720
933,East Cambridgeshire,dual shock controller,2072400
934,Greater London,21 day mature sirlion steak,2072356
935,Greater London,hp dv 3000 laptop,2072242
936,Kent,british bramley cooking apples,2071896
937,East Cambridgeshire,chicken sausages,2071348
938,Kent,silk scarf,2071314
939,North Yorkshire,21 day mature rump steak,2071268
940,Orkney,Plain Greek yoghurt,2070860
941,Orkney,Almond milk,2070660
942,Kent,dyson vacuum cleaner,2070544
943,North Yorkshire,gameboy color,2069931
944,Kent,hp dv 3000 laptop,2068918
945,Kent,Soy Milk,2068802
946,Warwickshire,lg washing machine,2068562
947,Kent,denim jeams,2068440
948,Orkney,Onions Loose,2068294
949,Kent,macaron - x3,2068000
950,Orkney,lg washing machine,2067560
951,North Yorkshire,corned beef,2066254
952,North Yorkshire,british bramley cooking apples,2066239
953,Kent,play station 3,2066152
954,Orkney,bosch washing machine,2065488
955,Kent,goat cheese,2065440
956,Kent,british fresh chicken thigh fillets,2065402
957,Kent,gameboy advance,2065286
958,Kent,Organic mILK,2064734
959,Warwickshire,rice,2063494
960,Greater London,dyson washing machine,2062894
961,Kent,dual shock controller,2062868
962,Kent,mature cheddar cheese,2062742
963,Greater London,mild cheddar cheese,2062652
964,Kent,semi skimmed milk,2062572
965,Kent,baby potatoes,2062560
966,Kent,vanilla yoghurt,2062298
967,Orkney,silk tie,2061632
968,Kent,Sweet potatoes loose,2061526
969,North Yorkshire,diced vernison,2059728
970,North Yorkshire,Fairtrade Bananas Loose,2059000
971,Kent,dyson washing machine,2058910
972,Orkney,grey blazers,2058574
973,Kent,denim jacket,2058456
974,Kent,white shirt,2056798
975,Warwickshire,british parsnips loose,2056760
976,North Yorkshire,classic bowtie,2056736
977,Orkney,Slightly salted butter,2056604
978,Orkney,gameboy advance,2056180
979,Greater London,garlic,2056114
980,Kent,organic soured cream,2055476
981,North Yorkshire,apple macbook pro mid 2009,2053968
982,Warwickshire,croisant ,2052686
983,Kent,chicken sausages,2052450
984,North Yorkshire,Brocolli loose,2052238
985,Kent,gaming mouse,2051510
986,North Yorkshire,sea bass fillets,2051307
987,North Yorkshire,British carrots loose,2049610
988,North Yorkshire,minecraft game - xbox,2049485
989,Orkney,salmon fillets,2049402
990,Greater London,grey blazers,2049156
991,North Yorkshire,Onions Loose,2048926
992,North Yorkshire,cheese cake,2048175
993,Warwickshire,organic raspberry yoghurt,2048088
994,Greater London,apple macbook air mid 2009,2047696
995,North Yorkshire,cotton tie,2047050
996,North Yorkshire,Almond milk,2047018
997,Kent,chocolate fudge cake,2045930
998,Kent,british fresh chicken brest fillets,2045600
999,Kent,Onions Loose,2045520
1000,North Yorkshire,celery,2045155
1001,North Yorkshire,hp dv 2000 laptop,2044182
1002,Kent,hp envy laptop,2043348
1003,North Yorkshire,denim jeams,2042835
1004,North Yorkshire,raspberries,2042581
1005,North Yorkshire,Plain Greek yoghurt,2042270
1006,North Yorkshire,corn,2041607
1007,North Yorkshire,Lemon,2041476
1008,Greater London,plastic sunshades,2041468
1009,North Yorkshire,semi skimmed milk,2041462
1010,North Yorkshire,chocolate fudge cake,2041162
1011,North Yorkshire,Slightly salted butter,2041128
1012,Kent,dell inspiron laptop,2040352
1013,North Yorkshire,gaming mouse,2040188
1014,North Yorkshire,god of war 2,2040013
1015,North Yorkshire,vanilla yoghurt,2039645
1016,North Yorkshire,grey blazers,2039531
1017,Orkney,pink blazers,2039162
1018,North Yorkshire,Oats Milk,2039079
1019,North Yorkshire,blue stilton cheese,2039032
1020,North Yorkshire,Organic mILK,2038264
1021,North Yorkshire,British baking potatoes loose,2038254
1022,Greater London,Blueberry yoghurt,2037270
1023,North Yorkshire,pokemon blue,2036931
1024,North Yorkshire,gaming keyboard,2036224
1025,North Yorkshire,cod fillets,2036065
1026,North Yorkshire,fresh turkey steak,2035638
1027,North Yorkshire,plastic sunshades,2035275
1028,North Yorkshire,wristwatch,2035001
1029,Kent,plastic sunshades,2034792
1030,North Yorkshire,hotpoint washing machine,2033640
1031,North Yorkshire,Soy Milk,2033496
1032,North Yorkshire,beans,2032643
1033,North Yorkshire,silk tie,2031840
1034,North Yorkshire,brenton jumper,2031542
1035,Kent,diced vernison,2031490
1036,North Yorkshire,fresh whole chicken,2031359
1037,North Yorkshire,garlic,2031194
1038,North Yorkshire,hp envy laptop,2030588
1039,North Yorkshire,Blueberry yoghurt,2030122
1040,North Yorkshire,large king prawns,2030036
1041,North Yorkshire,silk scarf,2029574
1042,North Yorkshire,organic raspberry yoghurt,2029462
1043,North Yorkshire,apple macbook air mid 2009,2029377
1044,North Yorkshire,british fresh turkey mince,2028542
1045,North Yorkshire,Mixed pepper,2028533
1046,North Yorkshire,gameboy advance,2028415
1047,North Yorkshire,dyson washing machine,2026930
1048,North Yorkshire,british fresh chicken brest fillets,2026841
1049,North Yorkshire,red velvet cake,2026723
1050,North Yorkshire,scottish salmon,2026655
1051,North Yorkshire,diced chicken breast,2026578
1052,North Yorkshire,millionaire square,2026560
1053,North Yorkshire,dyson tower fan,2025997
1054,North Yorkshire,organic soured cream,2025858
1055,North Yorkshire,fresh whole turkey,2025812
1056,North Yorkshire,mild cheddar cheese,2025763
1057,North Yorkshire,salmon fillets,2025356
1058,North Yorkshire,almond croisant,2025322
1059,North Yorkshire,beef mince,2024612
1060,North Yorkshire,21 day mature ribeye steak,2024237
1061,North Yorkshire,pain au raisins,2023667
1062,North Yorkshire,mature cheddar cheese,2023120
1063,North Yorkshire,beef sausages,2022997
1064,North Yorkshire,hp dv 3000 laptop,2022939
1065,North Yorkshire,baby potatoes,2022922
1066,North Yorkshire,chicken sausages,2022553
1067,North Yorkshire,pain au chocolate,2022330
1068,North Yorkshire,aubergine,2022300
1069,North Yorkshire,dyson vacuum cleaner,2021751
1070,North Yorkshire,white shirt,2021740
1071,Orkney,Sweet potatoes loose,2021118
1072,North Yorkshire,21 day mature sirlion steak,2020992
1073,North Yorkshire,bosch washing machine,2020473
1074,North Yorkshire,free range large eggs x12,2020451
1075,North Yorkshire,play station 3,2020217
1076,North Yorkshire,dell inspiron laptop,2020134
1077,North Yorkshire,custard doughnut,2020006
1078,North Yorkshire,pokemon red,2020005
1079,North Yorkshire,jam doughnut,2019601
1080,North Yorkshire,fine beans,2019376
1081,North Yorkshire,brenton t-shirt,2019283
1082,North Yorkshire,pink blazers,2018854
1083,North Yorkshire,shortbread,2018464
1084,North Yorkshire,denim jacket,2017627
1085,North Yorkshire,linen trousers,2016994
1086,North Yorkshire,grey cardigan,2016491
1087,North Yorkshire,unsalted butter,2015891
1088,North Yorkshire,linen shirt,2015562
1089,North Yorkshire,british fresh chicken thigh fillets,2014295
1090,North Yorkshire,easy peeler loose,2014002
1091,North Yorkshire,x-box 360,2013532
1092,North Yorkshire,pokemon gold,2012030
1093,North Yorkshire,croisant ,2011996
1094,North Yorkshire,olive oil spread,2009835
1095,North Yorkshire,halo combat evolved,2009313
1096,North Yorkshire,Organic Kefir,2008771
1097,North Yorkshire,vernison sausages,2008359
